	   7.45	   8.63	  -6.49	  66.51	  -0.31	   0.11
	   7.44	   8.62	  -6.48	  66.69	  -0.31	   0.11
	   7.44	   8.62	  -6.48	  66.71	  -0.31	   0.11
	   7.44	   8.62	  -6.47	  66.73	  -0.24	   0.11
	   7.44	   8.62	  -6.47	  66.73	  -0.24	   0.11
	   7.45	   8.61	  -6.48	  66.82	  -0.29	   0.13
	   7.43	   8.60	  -6.46	  66.58	  -0.37	   0.11
	   7.43	   8.60	  -6.46	  66.56	  -0.37	   0.11
	   7.43	   8.61	  -6.46	  66.36	  -0.33	   0.11
	   7.43	   8.61	  -6.46	  66.31	  -0.48	   0.11
	   7.43	   8.62	  -6.46	  66.27	  -0.55	   0.11
	   7.44	   8.62	  -6.46	  66.34	  -0.57	   0.11
	   7.44	   8.61	  -6.47	  66.51	  -0.66	   0.11
	   7.45	   8.62	  -6.46	  66.49	  -0.70	   0.11
	   7.45	   8.63	  -6.47	  66.77	  -0.68	   0.11
	   7.45	   8.63	  -6.48	  66.77	  -0.59	   0.11
	   7.44	   8.64	  -6.48	  66.80	  -0.57	   0.11
	   7.44	   8.64	  -6.47	  66.86	  -0.59	   0.11
	   7.44	   8.63	  -6.48	  66.88	  -0.46	   0.11
	   7.44	   8.63	  -6.47	  66.91	  -0.37	   0.11
	   7.44	   8.63	  -6.47	  66.91	  -0.35	   0.11
	   7.44	   8.63	  -6.47	  66.91	  -0.33	   0.11
	   7.44	   8.62	  -6.47	  66.93	  -0.29	   0.11
	   7.44	   8.60	  -6.47	  66.58	  -0.33	   0.11
	   7.44	   8.60	  -6.48	  66.58	  -0.15	   0.11
	   7.45	   8.60	  -6.48	  66.56	  -0.15	   0.11
	   7.48	   8.62	  -6.55	  66.45	  -0.46	   0.11
	   7.48	   8.61	  -6.56	  66.36	  -0.40	   0.11
	   7.48	   8.61	  -6.56	  66.40	  -0.44	   0.11
	   7.48	   8.61	  -6.56	  66.40	  -0.46	   0.13
	   7.48	   8.63	  -6.56	  66.88	  -0.37	   0.11
	   7.48	   8.63	  -6.56	  66.91	  -0.46	   0.11
	   7.47	   8.63	  -6.56	  66.95	  -0.48	   0.11
	   7.47	   8.64	  -6.56	  66.95	  -0.48	   0.11
	   7.47	   8.63	  -6.56	  66.97	  -0.44	   0.11
	   7.48	   8.62	  -6.55	  67.04	  -0.29	   0.11
	   7.47	   8.62	  -6.55	  67.02	  -0.24	   0.13
	   7.46	   8.63	  -6.54	  66.86	  -0.18	   0.11
	   7.45	   8.62	  -6.54	  66.86	  -0.11	   0.11
	   7.45	   8.61	  -6.54	  66.56	  -0.15	   0.11
	   7.45	   8.61	  -6.54	  66.51	  -0.26	   0.11
	   7.46	   8.61	  -6.54	  66.51	  -0.24	   0.11
	   7.46	   8.61	  -6.54	  66.45	  -0.24	   0.11
	   7.46	   8.61	  -6.54	  66.42	  -0.29	   0.11
	   7.46	   8.62	  -6.55	  66.40	  -0.37	   0.11
	   7.46	   8.62	  -6.55	  66.38	  -0.40	   0.11
	   7.44	   8.62	  -6.50	  66.29	  -0.53	   0.11
	   7.44	   8.62	  -6.49	  66.18	  -0.51	   0.11
	   7.46	   8.63	  -6.48	  66.14	  -0.55	   0.11
	   7.46	   8.65	  -6.49	  66.53	  -0.48	   0.11
	   7.45	   8.65	  -6.47	  66.47	  -0.62	   0.11
	   7.45	   8.66	  -6.47	  66.47	  -0.62	   0.11
	   7.44	   8.65	  -6.46	  66.75	  -0.64	   0.11
	   7.44	   8.65	  -6.46	  66.75	  -0.59	   0.11
	   7.44	   8.64	  -6.45	  66.80	  -0.46	   0.11
	   7.44	   8.64	  -6.45	  66.75	  -0.37	   0.11
	   7.43	   8.64	  -6.44	  66.62	  -0.33	   0.11
	   7.42	   8.64	  -6.44	  66.62	  -0.29	   0.11
	   7.42	   8.62	  -6.44	  66.34	  -0.31	   0.11
	   7.42	   8.62	  -6.42	  66.23	  -0.53	   0.11
	   7.42	   8.62	  -6.42	  66.20	  -0.53	   0.11
	   7.42	   8.62	  -6.42	  66.09	  -0.55	   0.11
	   7.42	   8.62	  -6.42	  66.05	  -0.48	   0.11
	   7.41	   8.63	  -6.44	  66.01	  -0.57	   0.11
	   7.41	   8.63	  -6.43	  65.96	  -0.57	   0.11
	   7.42	   8.62	  -6.45	  66.18	  -0.70	   0.11
	   7.48	   8.60	  -6.45	  66.09	  -0.40	   0.11
	   7.48	   8.60	  -6.45	  66.03	  -0.40	   0.11
	   7.48	   8.59	  -6.46	  66.07	  -0.44	   0.11
	   7.49	   8.60	  -6.45	  66.03	  -0.51	   0.11
	   7.49	   8.63	  -6.46	  66.49	  -0.42	   0.11
	   7.49	   8.63	  -6.45	  66.47	  -0.53	   0.11
	   7.48	   8.63	  -6.45	  66.47	  -0.55	   0.11
	   7.48	   8.63	  -6.44	  66.60	  -0.57	   0.11
	   7.48	   8.62	  -6.44	  66.60	  -0.44	   0.11
	   7.48	   8.61	  -6.42	  66.62	  -0.33	   0.11
	   7.47	   8.60	  -6.43	  66.51	  -0.26	   0.11
	   7.46	   8.61	  -6.42	  66.27	  -0.18	   0.11
	   7.45	   8.60	  -6.42	  66.27	  -0.11	   0.11
	   7.45	   8.60	  -6.42	  66.12	  -0.09	   0.11
	   7.45	   8.60	  -6.42	  66.05	  -0.24	   0.11
	   7.44	   8.60	  -6.41	  66.03	  -0.24	   0.11
	   7.44	   8.60	  -6.41	  66.07	  -0.24	   0.11
	   7.44	   8.60	  -6.41	  66.05	  -0.26	   0.11
	   7.44	   8.61	  -6.43	  66.01	  -0.40	   0.11
	   7.44	   8.61	  -6.43	  65.96	  -0.42	   0.11
	   7.44	   8.61	  -6.45	  66.09	  -0.48	   0.11
	   7.45	   8.60	  -6.45	  66.53	  -0.04	   0.11
	   7.45	   8.61	  -6.45	  66.80	   0.00	   0.11
	   7.45	   8.62	  -6.43	  66.80	  -0.22	   0.11
	   7.43	   8.62	  -6.43	  66.84	  -0.22	   0.11
	   7.43	   8.62	  -6.43	  66.97	  -0.24	   0.11
	   7.43	   8.62	  -6.43	  67.02	  -0.22	   0.11
	   7.43	   8.62	  -6.43	  67.06	  -0.24	   0.11
	   7.42	   8.62	  -6.43	  67.06	  -0.24	   0.11
	   7.42	   8.62	  -6.43	  67.08	  -0.24	   0.11
	   7.40	   8.61	  -6.44	  67.13	  -0.20	   0.11
	   7.40	   8.60	  -6.44	  66.82	  -0.29	   0.11
	   7.40	   8.59	  -6.45	  66.86	  -0.11	   0.11
	   7.42	   8.59	  -6.45	  66.86	  -0.13	   0.11
	   7.43	   8.60	  -6.46	  66.60	  -0.11	   0.11
	   7.43	   8.60	  -6.46	  66.58	  -0.15	   0.11
	   7.43	   8.60	  -6.46	  66.56	  -0.18	   0.11
	   7.43	   8.60	  -6.46	  66.60	  -0.20	   0.11
	   7.43	   8.60	  -6.46	  66.58	  -0.20	   0.11
	   7.45	   8.61	  -6.45	  66.56	  -0.31	   0.11
	   7.45	   8.63	  -6.46	  66.82	  -0.26	   0.11
	   7.45	   8.63	  -6.45	  66.82	  -0.33	   0.11
	   7.45	   8.63	  -6.45	  66.88	  -0.33	   0.11
	   7.45	   8.62	  -6.45	  66.91	  -0.22	   0.11
	   7.45	   8.62	  -6.44	  66.93	  -0.13	   0.11
	   7.44	   8.61	  -6.46	  66.82	  -0.07	   0.11
	   7.44	   8.61	  -6.45	  66.82	  -0.04	   0.11
	   7.43	   8.61	  -6.46	  66.84	   0.00	   0.11
	   7.44	   8.59	  -6.46	  66.49	  -0.02	   0.11
	   7.44	   8.59	  -6.47	  66.51	   0.13	   0.11
	   7.44	   8.58	  -6.47	  66.47	   0.13	   0.11
	   7.45	   8.59	  -6.48	  66.25	   0.18	   0.11
	   7.45	   8.59	  -6.48	  66.23	   0.15	   0.11
	   7.45	   8.60	  -6.50	  66.14	   0.02	   0.11
	   7.45	   8.60	  -6.50	  66.14	   0.00	   0.11
	   7.45	   8.60	  -6.50	  66.07	   0.02	   0.11
	   7.48	   8.61	  -6.49	  66.05	  -0.04	   0.11
	   7.47	   8.63	  -6.49	  66.34	   0.00	   0.11
	   7.47	   8.63	  -6.48	  66.31	  -0.15	   0.11
	   7.48	   8.63	  -6.48	  66.29	  -0.15	   0.11
	   7.47	   8.63	  -6.51	  66.86	  -0.18	   0.11
	   7.46	   8.63	  -6.51	  66.91	  -0.07	   0.11
	   7.47	   8.63	  -6.50	  66.93	   0.00	   0.11
	   7.46	   8.62	  -6.51	  66.91	   0.04	   0.11
	   7.46	   8.62	  -6.52	  66.97	   0.04	   0.11
	   7.45	   8.61	  -6.53	  67.02	   0.09	   0.11
	   7.45	   8.59	  -6.53	  66.64	   0.02	   0.11
	   7.45	   8.59	  -6.52	  66.62	  -0.09	   0.11
	   7.46	   8.59	  -6.52	  66.62	  -0.11	   0.11
	   7.46	   8.59	  -6.53	  66.47	  -0.11	   0.11
	   7.46	   8.59	  -6.53	  66.42	  -0.22	   0.11
	   7.46	   8.60	  -6.53	  66.40	  -0.31	   0.11
	   7.46	   8.60	  -6.53	  66.40	  -0.33	   0.11
	   7.46	   8.60	  -6.53	  66.31	  -0.31	   0.11
	   7.48	   8.60	  -6.53	  66.29	  -0.37	   0.11
	   7.47	   8.63	  -6.53	  66.67	  -0.33	   0.11
	   7.47	   8.63	  -6.53	  66.67	  -0.40	   0.11
	   7.46	   8.63	  -6.53	  66.67	  -0.44	   0.11
	   7.46	   8.63	  -6.52	  66.82	  -0.46	   0.11
	   7.44	   8.56	  -6.56	  66.56	   0.15	   0.11
	   7.44	   8.56	  -6.56	  66.53	   0.02	   0.11
	   7.44	   8.57	  -6.57	  66.49	  -0.13	   0.11
	   7.43	   8.57	  -6.58	  66.47	  -0.13	   0.11
	   7.42	   8.58	  -6.56	  66.34	  -0.07	   0.11
	   7.44	   8.59	  -6.55	  66.36	  -0.15	   0.13
	   7.44	   8.60	  -6.56	  66.60	  -0.11	   0.11
	   7.44	   8.60	  -6.55	  66.58	  -0.26	   0.11
	   7.43	   8.60	  -6.55	  66.60	  -0.26	   0.13
	   7.43	   8.60	  -6.55	  66.77	  -0.31	   0.13
	   7.43	   8.59	  -6.55	  66.80	  -0.18	   0.11
	   7.43	   8.59	  -6.54	  66.82	  -0.15	   0.11
	   7.42	   8.58	  -6.55	  66.80	  -0.11	   0.13
	   7.42	   8.58	  -6.55	  66.77	  -0.11	   0.11
	   7.40	   8.58	  -6.55	  66.75	  -0.04	   0.11
	   7.40	   8.56	  -6.55	  66.56	  -0.09	   0.11
	   7.40	   8.56	  -6.56	  66.53	   0.02	   0.11
	   7.41	   8.56	  -6.56	  66.51	   0.04	   0.11
	   7.42	   8.56	  -6.56	  66.45	   0.04	   0.11
	   7.42	   8.56	  -6.56	  66.45	   0.07	   0.11
	   7.41	   8.56	  -6.57	  66.42	   0.04	   0.11
	   7.41	   8.56	  -6.57	  66.40	   0.04	   0.11
	   7.40	   8.56	  -6.56	  66.29	   0.11	   0.11
	   7.43	   8.58	  -6.55	  66.29	   0.00	   0.11
	   7.43	   8.59	  -6.55	  66.60	   0.04	   0.11
	   7.43	   8.59	  -6.55	  66.62	   0.11	   0.11
	   7.43	   8.60	  -6.55	  66.62	   0.11	   0.13
	   7.42	   8.58	  -6.54	  66.97	   0.09	   0.13
	   7.42	   8.58	  -6.54	  66.99	   0.13	   0.13
	   7.42	   8.58	  -6.55	  67.02	   0.13	   0.13
	   7.42	   8.58	  -6.54	  67.13	   0.11	   0.11
	   7.42	   8.59	  -6.53	  67.08	   0.15	   0.11
	   7.42	   8.59	  -6.53	  67.10	   0.18	   0.11
	   7.42	   8.56	  -6.53	  66.73	   0.13	   0.11
	   7.42	   8.56	  -6.53	  66.73	   0.13	   0.11
	   7.43	   8.56	  -6.53	  66.71	   0.18	   0.11
	   7.44	   8.56	  -6.54	  66.62	   0.18	   0.11
	   7.44	   8.57	  -6.53	  66.60	   0.22	   0.11
	   7.44	   8.57	  -6.53	  66.58	   0.07	   0.11
	   7.44	   8.57	  -6.53	  66.58	   0.04	   0.11
	   7.44	   8.57	  -6.53	  66.49	   0.04	   0.11
	   7.44	   8.58	  -6.53	  66.45	  -0.04	   0.11
	   7.44	   8.60	  -6.56	  66.38	  -0.26	   0.11
	   7.44	   8.60	  -6.56	  66.38	  -0.31	   0.11
	   7.44	   8.60	  -6.56	  66.42	  -0.40	   0.11
	   7.47	   8.60	  -6.55	  66.42	  -0.51	   0.13
	   7.47	   8.62	  -6.56	  66.71	  -0.46	   0.11
	   7.47	   8.62	  -6.56	  66.71	  -0.51	   0.11
	   7.47	   8.63	  -6.56	  66.73	  -0.55	   0.13
	   7.44	   8.59	  -6.53	  66.49	  -0.20	   0.11
	   7.45	   8.59	  -6.53	  66.47	  -0.18	   0.11
	   7.45	   8.60	  -6.53	  66.31	  -0.20	   0.11
	   7.45	   8.60	  -6.53	  66.31	  -0.24	   0.11
	   7.45	   8.60	  -6.54	  66.25	  -0.31	   0.11
	   7.45	   8.60	  -6.54	  66.25	  -0.33	   0.11
	   7.45	   8.61	  -6.54	  66.20	  -0.31	   0.11
	   7.48	   8.62	  -6.53	  66.14	  -0.40	   0.13
	   7.48	   8.64	  -6.53	  66.47	  -0.35	   0.11
	   7.48	   8.64	  -6.52	  66.45	  -0.51	   0.11
	   7.47	   8.64	  -6.52	  66.45	  -0.53	   0.11
	   7.46	   8.64	  -6.51	  66.67	  -0.53	   0.11
	   7.46	   8.64	  -6.51	  66.67	  -0.51	   0.11
	   7.46	   8.63	  -6.50	  66.69	  -0.46	   0.11
	   7.47	   8.64	  -6.49	  66.75	  -0.51	   0.11
	   7.46	   8.64	  -6.48	  66.53	  -0.42	   0.11
	   7.46	   8.64	  -6.48	  66.51	  -0.42	   0.11
	   7.46	   8.64	  -6.48	  66.34	  -0.44	   0.11
	   7.47	   8.64	  -6.48	  66.34	  -0.37	   0.11
	   7.47	   8.64	  -6.48	  66.29	  -0.35	   0.11
	   7.47	   8.63	  -6.48	  66.34	  -0.35	   0.11
	   7.47	   8.64	  -6.48	  66.31	  -0.42	   0.11
	   7.47	   8.65	  -6.49	  66.27	  -0.55	   0.11
	   7.47	   8.65	  -6.49	  66.23	  -0.55	   0.11
	   7.46	   8.65	  -6.49	  66.12	  -0.51	   0.11
	   7.48	   8.66	  -6.48	  66.09	  -0.55	   0.11
	   7.47	   8.68	  -6.48	  66.42	  -0.51	   0.11
	   7.47	   8.68	  -6.48	  66.42	  -0.53	   0.11
	   7.47	   8.68	  -6.47	  66.42	  -0.53	   0.11
	   7.45	   8.68	  -6.46	  66.73	  -0.48	   0.11
	   7.45	   8.68	  -6.46	  66.75	  -0.46	   0.11
	   7.45	   8.67	  -6.44	  66.80	  -0.35	   0.11
	   7.45	   8.67	  -6.44	  66.77	  -0.33	   0.11
	   7.44	   8.63	  -6.43	  66.60	  -0.44	   0.11
	   7.44	   8.63	  -6.43	  66.64	  -0.24	   0.11
	   7.45	   8.62	  -6.43	  66.64	  -0.18	   0.11
	   7.45	   8.62	  -6.43	  66.80	  -0.18	   0.11
	   7.45	   8.62	  -6.43	  66.82	  -0.18	   0.11
	   7.44	   8.63	  -6.45	  66.84	  -0.26	   0.11
	   7.44	   8.63	  -6.45	  66.84	  -0.26	   0.11
	   7.44	   8.63	  -6.44	  66.84	  -0.26	   0.11
	   7.46	   8.64	  -6.43	  66.88	  -0.33	   0.11
	   7.46	   8.63	  -6.43	  66.82	  -0.33	   0.11
	   7.46	   8.63	  -6.43	  66.84	  -0.24	   0.11
	   7.46	   8.63	  -6.43	  66.84	  -0.22	   0.11
	   7.46	   8.63	  -6.42	  67.02	  -0.24	   0.11
	   7.46	   8.62	  -6.42	  67.06	  -0.11	   0.11
	   7.46	   8.61	  -6.41	  67.08	   0.00	   0.11
	   7.45	   8.60	  -6.41	  67.04	   0.07	   0.11
	   7.45	   8.60	  -6.42	  67.08	   0.07	   0.11
	   7.45	   8.60	  -6.42	  67.10	   0.11	   0.11
	   7.45	   8.56	  -6.42	  66.64	   0.13	   0.11
	   7.50	   8.60	  -6.56	  66.40	  -0.48	   0.11
	   7.51	   8.60	  -6.55	  66.40	  -0.55	   0.11
	   7.51	   8.62	  -6.56	  66.62	  -0.48	   0.11
	   7.51	   8.62	  -6.57	  66.67	  -0.35	   0.11
	   7.51	   8.62	  -6.57	  66.67	  -0.35	   0.13
	   7.51	   8.62	  -6.57	  66.75	  -0.37	   0.13
	   7.51	   8.62	  -6.57	  66.80	  -0.35	   0.11
	   7.51	   8.61	  -6.56	  66.82	  -0.29	   0.13
	   7.51	   8.61	  -6.56	  66.82	  -0.26	   0.13
	   7.49	   8.61	  -6.54	  66.75	  -0.15	   0.11
	   7.49	   8.61	  -6.55	  66.75	  -0.13	   0.11
	   7.48	   8.60	  -6.54	  66.53	  -0.18	   0.11
	   7.48	   8.60	  -6.53	  66.45	  -0.37	   0.11
	   7.48	   8.60	  -6.53	  66.42	  -0.40	   0.11
	   7.48	   8.60	  -6.52	  66.47	  -0.42	   0.11
	   7.48	   8.60	  -6.52	  66.40	  -0.57	   0.11
	   7.48	   8.60	  -6.51	  66.40	  -0.53	   0.11
	   7.49	   8.60	  -6.51	  66.40	  -0.57	   0.11
	   7.48	   8.60	  -6.50	  66.31	  -0.48	   0.11
	   7.49	   8.60	  -6.50	  66.31	  -0.55	   0.11
	   7.49	   8.62	  -6.51	  66.51	  -0.48	   0.11
	   7.49	   8.62	  -6.50	  66.51	  -0.53	   0.11
	   7.48	   8.63	  -6.50	  66.51	  -0.53	   0.11
	   7.50	   8.61	  -6.57	  66.82	  -0.24	   0.11
	   7.51	   8.61	  -6.57	  66.82	  -0.37	   0.11
	   7.50	   8.61	  -6.57	  66.84	  -0.40	   0.11
	   7.50	   8.61	  -6.57	  66.77	  -0.40	   0.11
	   7.49	   8.61	  -6.57	  66.88	  -0.29	   0.11
	   7.50	   8.59	  -6.54	  66.86	  -0.09	   0.11
	   7.50	   8.59	  -6.54	  66.86	  -0.04	   0.11
	   7.47	   8.59	  -6.51	  66.80	   0.13	   0.11
	   7.47	   8.60	  -6.51	  66.80	   0.18	   0.11
	   7.47	   8.57	  -6.50	  66.60	   0.20	   0.11
	   7.47	   8.57	  -6.50	  66.53	   0.00	   0.11
	   7.47	   8.57	  -6.50	  66.51	   0.00	   0.11
	   7.47	   8.57	  -6.50	  66.47	   0.00	   0.11
	   7.47	   8.57	  -6.50	  66.45	  -0.04	   0.11
	   7.47	   8.58	  -6.50	  66.40	  -0.11	   0.11
	   7.46	   8.57	  -6.50	  66.34	  -0.11	   0.11
	   7.46	   8.57	  -6.50	  66.31	  -0.13	   0.11
	   7.47	   8.58	  -6.50	  66.31	  -0.15	   0.11
	   7.46	   8.60	  -6.51	  66.60	  -0.07	   0.11
	   7.46	   8.60	  -6.50	  66.58	  -0.13	   0.11
	   7.46	   8.60	  -6.50	  66.58	  -0.13	   0.11
	   7.46	   8.60	  -6.50	  66.64	  -0.13	   0.11
	   7.46	   8.60	  -6.50	  66.62	  -0.18	   0.11
	   7.46	   8.60	  -6.50	  66.64	  -0.09	   0.11
	   7.46	   8.60	  -6.49	  66.67	  -0.13	   0.11
	   7.47	   8.60	  -6.50	  66.71	  -0.15	   0.11
	   7.45	   8.59	  -6.50	  66.71	  -0.11	   0.11
	   7.45	   8.58	  -6.50	  66.67	  -0.13	   0.11
	   7.45	   8.58	  -6.51	  66.71	   0.00	   0.11
	   7.46	   8.58	  -6.51	  66.69	   0.02	   0.11
	   7.47	   8.58	  -6.52	  66.49	   0.07	   0.11
	   7.47	   8.59	  -6.52	  66.47	  -0.04	   0.11
	   7.46	   8.60	  -6.53	  66.42	  -0.15	   0.11
	   7.46	   8.59	  -6.53	  66.38	  -0.11	   0.11
	   7.46	   8.60	  -6.53	  66.31	  -0.09	   0.11
	   7.46	   8.62	  -6.53	  66.58	  -0.07	   0.11
	   7.46	   8.62	  -6.53	  66.58	  -0.09	   0.11
	   7.47	   8.62	  -6.53	  66.58	  -0.07	   0.11
	   7.46	   8.60	  -6.52	  66.75	  -0.04	   0.11
	   7.46	   8.61	  -6.52	  66.77	  -0.07	   0.11
	   7.46	   8.61	  -6.53	  66.77	  -0.11	   0.11
	   7.46	   8.61	  -6.52	  66.82	  -0.13	   0.11
	   7.47	   8.61	  -6.53	  66.95	  -0.15	   0.11
	   7.46	   8.60	  -6.53	  66.95	  -0.13	   0.11
	   7.47	   8.60	  -6.53	  66.67	  -0.15	   0.11
	   7.47	   8.60	  -6.53	  66.67	  -0.18	   0.11
	   7.47	   8.59	  -6.53	  66.67	  -0.20	   0.11
	   7.47	   8.60	  -6.54	  66.58	  -0.20	   0.11
	   7.47	   8.60	  -6.54	  66.56	  -0.20	   0.11
	   7.47	   8.60	  -6.55	  66.53	  -0.29	   0.11
	   7.47	   8.60	  -6.55	  66.51	  -0.31	   0.11
	   7.46	   8.60	  -6.55	  66.45	  -0.29	   0.11
	   7.48	   8.61	  -6.54	  66.45	  -0.37	   0.11
	   7.48	   8.63	  -6.54	  66.67	  -0.35	   0.11
	   7.45	   8.59	  -6.61	  66.73	   0.18	   0.11
	   7.45	   8.59	  -6.60	  66.71	   0.04	   0.11
	   7.44	   8.59	  -6.60	  66.71	   0.04	   0.13
	   7.44	   8.59	  -6.60	  66.60	   0.07	   0.13
	   7.44	   8.60	  -6.60	  66.56	  -0.02	   0.13
	   7.44	   8.60	  -6.61	  66.51	  -0.13	   0.13
	   7.45	   8.60	  -6.60	  66.56	  -0.11	   0.11
	   7.44	   8.60	  -6.60	  66.47	  -0.04	   0.11
	   7.45	   8.61	  -6.59	  66.42	  -0.09	   0.11
	   7.45	   8.60	  -6.59	  66.25	  -0.13	   0.13
	   7.45	   8.60	  -6.58	  66.18	  -0.22	   0.11
	   7.45	   8.60	  -6.58	  66.14	  -0.22	   0.11
	   7.45	   8.60	  -6.58	  66.16	  -0.24	   0.11
	   7.45	   8.60	  -6.58	  66.12	  -0.29	   0.13
	   7.45	   8.60	  -6.59	  66.09	  -0.35	   0.11
	   7.45	   8.61	  -6.58	  66.09	  -0.37	   0.11
	   7.45	   8.61	  -6.58	  66.05	  -0.37	   0.11
	   7.46	   8.62	  -6.57	  66.01	  -0.44	   0.13
	   7.46	   8.64	  -6.57	  66.23	  -0.44	   0.11
	   7.46	   8.64	  -6.57	  66.20	  -0.46	   0.11
	   7.46	   8.64	  -6.57	  66.18	  -0.48	   0.11
	   7.45	   8.64	  -6.56	  66.31	  -0.48	   0.11
	   7.45	   8.64	  -6.56	  66.34	  -0.46	   0.11
	   7.45	   8.63	  -6.55	  66.34	  -0.35	   0.13
	   7.46	   8.64	  -6.54	  66.40	  -0.37	   0.11
	   7.46	   8.64	  -6.54	  66.45	  -0.44	   0.11
	   7.46	   8.64	  -6.54	  66.45	  -0.44	   0.11
	   7.46	   8.63	  -6.54	  66.36	  -0.46	   0.11
	   7.46	   8.63	  -6.55	  66.38	  -0.33	   0.11
	   7.47	   8.62	  -6.54	  66.38	  -0.31	   0.11
	   7.42	   8.61	  -6.53	  66.86	  -0.22	   0.11
	   7.42	   8.60	  -6.54	  66.88	  -0.11	   0.13
	   7.43	   8.60	  -6.54	  66.86	  -0.09	   0.11
	   7.43	   8.60	  -6.54	  66.80	  -0.07	   0.11
	   7.43	   8.60	  -6.55	  66.82	   0.00	   0.11
	   7.43	   8.60	  -6.55	  66.80	  -0.07	   0.11
	   7.42	   8.60	  -6.56	  66.77	  -0.02	   0.11
	   7.41	   8.60	  -6.55	  66.69	   0.07	   0.11
	   7.42	   8.60	  -6.55	  66.69	   0.07	   0.11
	   7.42	   8.59	  -6.55	  66.49	   0.04	   0.13
	   7.42	   8.59	  -6.54	  66.47	  -0.07	   0.11
	   7.43	   8.59	  -6.54	  66.42	  -0.07	   0.11
	   7.43	   8.59	  -6.54	  66.38	  -0.04	   0.11
	   7.43	   8.59	  -6.54	  66.31	  -0.15	   0.11
	   7.43	   8.59	  -6.54	  66.29	  -0.13	   0.11
	   7.44	   8.59	  -6.53	  66.34	  -0.13	   0.11
	   7.44	   8.59	  -6.53	  66.31	  -0.13	   0.11
	   7.45	   8.60	  -6.53	  66.29	  -0.18	   0.11
	   7.45	   8.60	  -6.53	  66.34	  -0.15	   0.11
	   7.48	   8.62	  -6.50	  66.71	  -0.53	   0.11
	   7.48	   8.62	  -6.50	  66.69	  -0.55	   0.11
	   7.48	   8.61	  -6.49	  66.84	  -0.57	   0.11
	   7.48	   8.61	  -6.49	  66.84	  -0.53	   0.11
	   7.48	   8.61	  -6.49	  66.86	  -0.53	   0.11
	   7.47	   8.61	  -6.50	  66.82	  -0.55	   0.11
	   7.47	   8.61	  -6.49	  66.73	  -0.51	   0.11
	   7.46	   8.61	  -6.49	  66.75	  -0.48	   0.11
	   7.46	   8.60	  -6.49	  66.56	  -0.53	   0.11
	   7.46	   8.60	  -6.49	  66.53	  -0.48	   0.11
	   7.46	   8.60	  -6.49	  66.53	  -0.51	   0.11
	   7.46	   8.60	  -6.49	  66.49	  -0.53	   0.11
